host_id,Pkey,zipcode,bedrooms,price,rent
47300304,SW91,SW9,1,50,46.1
13944659,SE271,SE27,1,30,38
14401255,SW21,SW2,1,50,42
38248247,SW41,SW4,1,70,49.9
46716608,SW21,SW2,1,35,42
22796675,SW21,SW2,1,65,42
31971345,SE111,SE11,1,70,48.6
42565728,SE241,SE24,1,32,41.7
21965051,SW21,SW2,1,44,42
40416019,SE111,SE11,1,55,48.6
2667206,SW22,SW2,2,139,51.3
1300632,SW83,SW8,3,337,130.7
44493272,SW21,SW2,1,38,42
110137603,SW81,SW8,1,49,62.7
29674932,SE271,SE27,1,45,38
11249260,SW91,SW9,1,35,46.1
29028521,SE111,SE11,1,54,48.6
13686912,SE111,SE11,1,35,48.6
4621228,SE211,SE21,1,33,39.4
53259,SW22,SW2,2,100,51.3
13155240,SW91,SW9,1,85,46.1
18957386,SE111,SE11,1,93,48.6
3562761,SE242,SE24,2,60,49.6
22083652,SW91,SW9,1,35,46.1
13944659,SE271,SE27,1,35,38
7086939,SW91,SW9,1,30,46.1
1592032,SW41,SW4,1,40,49.9
17164890,SE271,SE27,1,23,38
1823589,SW93,SW9,3,225,76.6
7818922,SW41,SW4,1,44,49.9
14183645,SE11,SE1,1,55,55.4
49629814,SW21,SW2,1,40,42
2885663,SW161,SW16,1,50,37.3
2634160,SW83,SW8,3,575,130.7
107793444,SE11,SE1,1,40,55.4
54987,SW82,SW8,2,110,91.3
1712300,SE112,SE11,2,189,59.1
18717647,SE51,SE5,1,150,41.3
116312331,SW42,SW4,2,30,57.6
71267504,SW91,SW9,1,60,46.1
34207317,SE113,SE11,3,315,78.9
33889201,SE12,SE1,2,349,70.1
51143819,SW81,SW8,1,55,62.7
10673867,SW81,SW8,1,35,62.7
201568,SE192,SE19,2,110,40.9
1437170,SW81,SW8,1,59,62.7
118826209,SW82,SW8,2,158,91.3
30255071,SW81,SW8,1,50,62.7
10402838,SW91,SW9,1,55,46.1
10673867,SW82,SW8,2,117,91.3
13434692,Sw42,Sw4,2,100,57.6
44034091,SW161,SW16,1,32,37.3
32060400,SW162,SW16,2,100,44.9
76144825,SW41,SW4,1,28,49.9
55666189,SW41,SW4,1,39,49.9
33507692,SW41,SW4,1,90,49.9
6150575,SE112,SE11,2,105,59.1
7348321,SW23,SW2,3,300,68.1
66591795,SW21,SW2,1,60,42
8381397,SW21,SW2,1,45,42
4802523,SW21,SW2,1,40,42
31329400,SW23,SW2,3,220,68.1
48948077,SW91,SW9,1,60,46.1
16210847,SW91,SW9,1,49,46.1
31512529,SE11,SE1,1,50,55.4
52278783,SW41,SW4,1,40,49.9
9374429,SW91,SW9,1,46,46.1
44514994,SE12,SE1,2,185,70.1
77853220,SW92,SW9,2,160,55.3
22256320,SW41,SW4,1,80,49.9
43039,SW91,SW9,1,88,46.1
40411845,SW81,SW8,1,60,62.7
2650892,SW21,SW2,1,70,42
89509606,SW83,SW8,3,116,130.7
12695142,SE111,SE11,1,49,48.6
29028521,SE11,SE1,1,56,55.4
2624913,SE242,SE24,2,110,49.6
1886636,SE11,SE1,1,53,55.4
4479867,SW91,SW9,1,40,46.1
71647692,SE51,SE5,1,43,41.3
65187775,SE111,SE11,1,43,48.6
22522056,SW81,SW8,1,70,62.7
26305338,SW121,SW12,1,50,46.1
77515551,SW42,SW4,2,120,57.6
44258443,SW91,SW9,1,90,46.1
92398110,SE112,SE11,2,250,59.1
908207,SW23,SW2,3,180,68.1
115594937,SW161,SW16,1,35,37.3
1330009,SW21,SW2,1,70,42
50723714,SE11,SE1,1,170,55.4
18758605,SW92,SW9,2,100,55.3
3157343,SW81,SW8,1,72,62.7
3750262,SW91,SW9,1,75,46.1
38959349,SW21,SW2,1,45,42
628770,SW21,SW2,1,60,42
17568820,SE51,SE5,1,35,41.3
14091683,SW24,SW2,4,225,79.4
26731054,SW91,SW9,1,45,46.1
2448493,SW42,SW4,2,195,57.6
8353978,SE111,SE11,1,40,48.6
22522056,SW81,SW8,1,75,62.7
28930849,SW21,SW2,1,30,42
6283806,SW24,SW2,4,197,79.4
34314603,SW81,SW8,1,99,62.7
16827282,SE241,SE24,1,40,41.7
62997759,SW81,SW8,1,35,62.7
15734832,SW41,SW4,1,49,49.9
11593990,SW21,SW2,1,69,42
16210847,SW92,SW9,2,99,55.3
8274086,SW82,SW8,2,200,91.3
12752938,SW21,SW2,1,52,42
45314227,SE112,SE11,2,140,59.1
1244861,SW161,SW16,1,37,37.3
50666595,SE51,SE5,1,56,41.3
47139953,SW91,SW9,1,35,46.1
10928978,SW21,SW2,1,37,42
24723592,SE111,SE11,1,70,48.6
14183645,SE11,SE1,1,52,55.4
118181934,SW91,SW9,1,60,46.1
63924651,SW81,SW8,1,105,62.7
33604381,SW81,SW8,1,49,62.7
82993873,SW21,SW2,1,50,42
26846626,SW21,SW2,1,65,42
8511652,SW21,SW2,1,40,42
1254028,SW161,SW16,1,29,37.3
7850287,SW92,SW9,2,100,55.3
103814690,SW41,SW4,1,100,49.9
5331467,SE11,SE1,1,102,55.4
46136565,SE111,SE11,1,68,48.6
27833367,SW43,SW4,3,150,77.7
19156970,SW21,SW2,1,80,42
26949796,SW91,SW9,1,50,46.1
14875410,SW42,SW4,2,120,57.6
72535831,SW91,SW9,1,90,46.1
38142685,SW161,SW16,1,59,37.3
26668818,SW41,SW4,1,50,49.9
43207794,SE241,SE24,1,80,41.7
47192584,SW161,SW16,1,67,37.3
45884915,SW121,SW12,1,40,46.1
17951730,SW81,SW8,1,23,62.7
13599615,SW121,SW12,1,115,46.1
169487,SW91,SW9,1,41,46.1
50098892,SE51,SE5,1,50,41.3
1490386,SW161,SW16,1,48,37.3
107040789,SW91,SW9,1,53,46.1
88969953,SW91,SW9,1,44,46.1
31027079,SW82,SW8,2,155,91.3
11719096,SW91,SW9,1,39,46.1
22316107,SW23,SW2,3,70,68.1
34411915,SW162,SW16,2,141,44.9
21764739,SW41,SW4,1,49,49.9
2288979,SW21,SW2,1,40,42
20445674,SE114,SE11,4,299,90.1
871053,SW162,SW16,2,95,44.9
26668818,SW42,SW4,2,99,57.6
30010315,SW21,SW2,1,50,42
2486763,SW21,SW2,1,81,42
23252376,SW24,SW2,4,195,79.4
37586687,SE11,SE1,1,45,55.4
1890206,SW21,SW2,1,60,42
57266016,SE191,SE19,1,70,34
17300614,SE11,SE1,1,130,55.4
103731554,SW82,SW8,2,170,91.3
9589660,SE11,SE1,1,116,55.4
12874528,SW23,SW2,3,195,68.1
19562161,SW42,SW4,2,100,57.6
23802001,SW161,SW16,1,75,37.3
44071991,SW81,SW8,1,50,62.7
15088616,SW161,SW16,1,60,37.3
1441235,SW161,SW16,1,28,37.3
2593672,SW161,SW16,1,46,37.3
9538459,SW21,SW2,1,46,42
61843178,SW81,SW8,1,25,62.7
49633938,SW81,SW8,1,35,62.7
20252170,SW91,SW9,1,62,46.1
14542922,SW21,SW2,1,40,42
1179397,SW21,SW2,1,70,42
111384026,SW81,SW8,1,60,62.7
71431560,SW41,SW4,1,38,49.9
16046351,SW91,SW9,1,41,46.1
46144290,SW21,SW2,1,40,42
7090293,SW21,SW2,1,22,42
39470635,SW21,SW2,1,25,42
63047625,SW21,SW2,1,39,42
8485861,SW92,SW9,2,69,55.3
6129596,SW21,SW2,1,100,42
33889201,SW43,SW4,3,405,77.7
20648813,SW81,SW8,1,252,62.7
247650,SW41,SW4,1,55,49.9
104154906,SW91,SW9,1,35,46.1
69322297,SW161,SW16,1,35,37.3
33905240,SW91,SW9,1,50,46.1
15604574,SW41,SW4,1,100,49.9
2136222,SE241,SE24,1,22,41.7
37846032,SW161,SW16,1,20,37.3
26609505,SW161,SW16,1,30,37.3
19829025,SW91,SW9,1,72,46.1
1712300,SE111,SE11,1,89,48.6
29929996,SW22,SW2,2,60,51.3
88937659,SE111,SE11,1,50,48.6
3449659,SW91,SW9,1,55,46.1
92827778,SW41,SW4,1,45,49.9
49241741,SE111,SE11,1,60,48.6
25984149,SE271,SE27,1,77,38
84273981,SW91,SW9,1,20,46.1
63047625,SW21,SW2,1,43,42
10273835,SE111,SE11,1,90,48.6
1327152,SE11,SE1,1,83,55.4
14875410,SW93,SW9,3,100,76.6
2311270,se111,se11,1,55,48.6
198954,SW21,SW2,1,35,42
13455012,SW23,SW2,3,120,68.1
24756096,SW42,SW4,2,30,57.6
46151736,SW161,SW16,1,100,37.3
4801845,SW41,SW4,1,50,49.9
27380861,SW21,SW2,1,30,42
21244841,SW21,SW2,1,44,42
18920518,SW121,SW12,1,30,46.1
9015909,SW21,SW2,1,35,42
60051337,SE271,SE27,1,50,38
100061573,SW21,SW2,1,31,42
22529602,SW21,SW2,1,28,42
16175110,SW41,SW4,1,100,49.9
56954722,SE51,SE5,1,35,41.3
42989411,SW23,SW2,3,90,68.1
17866520,SE111,SE11,1,50,48.6
2746582,SE13,SE1,3,300,78.4
27208855,SW91,SW9,1,38,46.1
72617332,SW91,SW9,1,63,46.1
7653614,SE111,SE11,1,47,48.6
897503,SE11,SE1,1,65,55.4
897503,SE11,SE1,1,65,55.4
425330,SW92,SW9,2,128,55.3
33668191,SW22,SW2,2,100,51.3
16695285,SW21,SW2,1,21,42
18466946,SW21,SW2,1,50,42
81524227,SW41,SW4,1,33,49.9
10724509,SE113,SE11,3,125,78.9
11532262,SW161,SW16,1,60,37.3
15822342,SW81,SW8,1,40,62.7
11717833,SW161,SW16,1,35,37.3
24490458,SW21,SW2,1,50,42
76626349,SW91,SW9,1,85,46.1
32080819,SW164,SW16,4,156,75.1
26287844,SW21,SW2,1,25,42
30895028,SW91,SW9,1,50,46.1
13143011,SW92,SW9,2,95,55.3
19150535,SE111,SE11,1,52,48.6
113525410,SE13,SE1,3,150,78.4
18976763,SW21,SW2,1,25,42
18094034,SW91,SW9,1,85,46.1
28037209,Sw41,Sw4,1,40,49.9
9015909,SW21,SW2,1,45,42
2718130,SW41,SW4,1,130,49.9
16343772,SW21,SW2,1,31,42
14183645,SE11,SE1,1,54,55.4
18310311,SW42,SW4,2,50,57.6
1285811,SW81,SW8,1,34,62.7
64516,SE51,SE5,1,39,41.3
4426496,SW41,SW4,1,80,49.9
40229595,SE11,SE1,1,43,55.4
33978822,SE191,SE19,1,30,34
6261125,SW84,SW8,4,275,113.4
86441637,SW21,SW2,1,45,42
107040789,SW91,SW9,1,65,46.1
8193106,SE242,SE24,2,100,49.6
29028521,SE111,SE11,1,57,48.6
7828789,SW161,SW16,1,42,37.3
16274644,SW161,SW16,1,38,37.3
9934916,SE242,SE24,2,110,49.6
4217931,SW81,SW8,1,70,62.7
9642207,SW41,SW4,1,60,49.9
427750,SE211,SE21,1,40,39.4
16036448,SW42,SW4,2,190,57.6
21241056,SW81,SW8,1,150,62.7
15883660,SW22,SW2,2,79,51.3
47274476,SW161,SW16,1,30,37.3
59176359,SE11,SE1,1,70,55.4
9627971,SW21,SW2,1,38,42
2322583,SW21,SW2,1,53,42
81700439,SW161,SW16,1,40,37.3
89509606,SW81,SW8,1,43,62.7
21732942,SW21,SW2,1,50,42
31409667,SW41,SW4,1,110,49.9
10223891,SE51,SE5,1,99,41.3
11367688,SW42,SW4,2,80,57.6
11928030,SW91,SW9,1,65,46.1
15720279,SW92,SW9,2,185,55.3
7643327,SE211,SE21,1,69,39.4
34161051,SE111,SE11,1,65,48.6
81467543,SW91,SW9,1,35,46.1
21159349,SW81,SW8,1,40,62.7
112154155,SW91,SW9,1,33,46.1
34119221,SW94,SW9,4,270,104.9
5477977,SW92,SW9,2,150,55.3
32118392,SE111,SE11,1,100,48.6
114931754,SW41,SW4,1,25,49.9
100061573,SW21,SW2,1,18,42
44004905,SW21,SW2,1,59,42
14524345,SE111,SE11,1,44,48.6
15720279,SW91,SW9,1,80,46.1
4242394,SW161,SW16,1,70,37.3
3270994,SW41,SW4,1,80,49.9
50663266,SW161,SW16,1,90,37.3
100391266,SW41,SW4,1,40,49.9
14447456,SW23,SW2,3,102,68.1
12915507,SW21,SW2,1,89,42
6141620,SW81,SW8,1,28,62.7
34272369,SE111,SE11,1,50,48.6
39210661,SW21,SW2,1,40,42
814902,SW161,SW16,1,45,37.3
18185266,SE243,SE24,3,140,62.4
4876266,SW21,SW2,1,30,42
51310042,SW161,SW16,1,30,37.3
10169786,SW81,SW8,1,35,62.7
1960583,SW161,SW16,1,29,37.3
28642123,SE52,SE5,2,90,49
14268342,SW41,SW4,1,36,49.9
1875878,SE112,SE11,2,90,59.1
70498103,SW81,SW8,1,165,62.7
7573719,SE111,SE11,1,70,48.6
1645632,SW41,SW4,1,120,49.9
43143390,SW21,SW2,1,35,42
3310301,SW41,SW4,1,80,49.9
10820447,SE12,SE1,2,250,70.1
10368987,SE211,SE21,1,49,39.4
29028521,SE111,SE11,1,52,48.6
3355428,SW163,SW16,3,110,55.6
23225430,SE242,SE24,2,109,49.6
235708,SE112,SE11,2,199,59.1
20805143,SW41,SW4,1,35,49.9
40411845,SW81,SW8,1,55,62.7
33027381,SW91,SW9,1,120,46.1
26118265,SE192,SE19,2,120,40.9
8192604,SW93,SW9,3,130,76.6
16678200,SW162,SW16,2,110,44.9
6141620,SW81,SW8,1,26,62.7
45658886,SE244,SE24,4,160,107.1
25941234,SW81,SW8,1,120,62.7
49372867,SW41,SW4,1,49,49.9
16567142,SW83,SW8,3,195,130.7
6479296,SW161,SW16,1,95,37.3
33889201,SW92,SW9,2,147,55.3
3983636,SW24,SW2,4,320,79.4
12145454,SE272,SE27,2,130,46.7
18047855,SW42,SW4,2,135,57.6
96150452,SW41,SW4,1,29,49.9
2195975,SW82,SW8,2,130,91.3
7259337,SW92,SW9,2,110,55.3
18027936,SE242,SE24,2,35,49.6
23451019,SE244,SE24,4,150,107.1
14183645,SE11,SE1,1,52,55.4
1992375,SW121,SW12,1,60,46.1
37301990,SW81,SW8,1,23,62.7
6717214,SE241,SE24,1,30,41.7
8227322,SW21,SW2,1,48,42
29674932,SE271,SE27,1,55,38
12706098,SE213,SE21,3,109,62.3
38480199,SW91,SW9,1,80,46.1
101037,SW82,SW8,2,149,91.3
41073779,SW22,SW2,2,35,51.3
5806141,se271,se27,1,25,38
19833502,SW41,SW4,1,60,49.9
3604373,SW21,SW2,1,50,42
38697140,SW92,SW9,2,99,55.3
50291093,SW81,SW8,1,120,62.7
2650892,SW21,SW2,1,35,42
37478401,SW91,SW9,1,33,46.1
37622314,SW41,SW4,1,38,49.9
57505757,SW21,SW2,1,25,42
72997177,SE11,SE1,1,40,55.4
16110245,SW21,SW2,1,40,42
1489441,SW21,SW2,1,60,42
7375153,SE11,SE1,1,69,55.4
3243646,SW81,SW8,1,89,62.7
4240079,SW82,SW8,2,105,91.3
2634160,SW82,SW8,2,239,91.3
7783751,SW91,SW9,1,40,46.1
56640977,SW91,SW9,1,35,46.1
73415354,SE11,SE1,1,62,55.4
28820321,SE11,SE1,1,75,55.4
2736211,SW41,SW4,1,130,49.9
35965714,SW81,SW8,1,45,62.7
5871623,SW41,SW4,1,120,49.9
45089047,SW21,SW2,1,45,42
86314559,SE11,SE1,1,63,55.4
73340773,SE243,SE24,3,50,62.4
38639461,SW21,SW2,1,30,42
73415354,SE11,SE1,1,80,55.4
16959318,SW92,SW9,2,89,55.3
2171492,SW21,SW2,1,55,42
10673867,SW81,SW8,1,35,62.7
780654,SW21,SW2,1,50,42
817926,SW41,SW4,1,99,49.9
11719077,SW162,SW16,2,110,44.9
30711356,SW121,SW12,1,90,46.1
4708095,SW21,SW2,1,20,42
4736514,SW161,SW16,1,25,37.3
22916128,SE12,SE1,2,167,70.1
1955653,SW21,SW2,1,30,42
9877401,SW93,SW9,3,150,76.6
27401342,SE241,SE24,1,25,41.7
103080338,SW21,SW2,1,45,42
40414848,SE111,SE11,1,95,48.6
6579871,SW81,SW8,1,100,62.7
23514715,SW161,SW16,1,39,37.3
12240622,SE211,SE21,1,46,39.4
16194294,SW91,SW9,1,98,46.1
35970047,SE51,SE5,1,40,41.3
33578396,SW21,SW2,1,120,42
12309266,SE271,SE27,1,50,38
1753416,SW92,SW9,2,149,55.3
6704287,SW41,SW4,1,45,49.9
37390460,SW91,SW9,1,50,46.1
2634160,SW81,SW8,1,55,62.7
8381397,SW21,SW2,1,48,42
47532676,SW81,SW8,1,45,62.7
6107446,SW91,SW9,1,80,46.1
37918167,SE11,SE1,1,80,55.4
41639227,SW91,SW9,1,100,46.1
11928024,SW91,SW9,1,28,46.1
12357684,SW22,SW2,2,95,51.3
12724849,SW43,SW4,3,180,77.7
34661679,SW91,SW9,1,85,46.1
4305356,SE11,SE1,1,60,55.4
27231693,SW41,SW4,1,100,49.9
15342803,SW91,SW9,1,50,46.1
27788391,SW41,SW4,1,97,49.9
102837,SE111,SE11,1,72,48.6
44907786,SW81,SW8,1,42,62.7
2495450,SW82,SW8,2,99,91.3
6193889,SW81,SW8,1,35,62.7
1998937,SE11,SE1,1,90,55.4
12399195,SW161,SW16,1,26,37.3
7638849,SW21,SW2,1,33,42
2747119,SW42,SW4,2,140,57.6
1358673,SW82,SW8,2,120,91.3
7234165,SE241,SE24,1,45,41.7
16562426,SW41,SW4,1,60,49.9
1432477,SW22,SW2,2,120,51.3
4742592,SW21,SW2,1,30,42
4280203,SW82,SW8,2,121,91.3
14183645,SE11,SE1,1,58,55.4
37930196,SW91,SW9,1,29,46.1
43752043,SE241,SE24,1,60,41.7
37932065,Sw81,Sw8,1,82,62.7
37049030,SW92,SW9,2,100,55.3
15168180,SE51,SE5,1,82,41.3
40853995,SW41,SW4,1,60,49.9
10882430,SW21,SW2,1,28,42
23906956,SW162,SW16,2,80,44.9
15784326,SE242,SE24,2,110,49.6
111821735,SW21,SW2,1,40,42
15951712,SE241,SE24,1,100,41.7
114554334,SE11,SE1,1,70,55.4
44350740,SW21,SW2,1,22,42
71796746,SW81,SW8,1,75,62.7
6636054,SE243,SE24,3,110,62.4
798472,SW91,SW9,1,45,46.1
33889201,SW92,SW9,2,130,55.3
33194210,SW44,SW4,4,200,100
26038203,SW83,SW8,3,287,130.7
20987282,SW161,SW16,1,30,37.3
5182155,SW84,SW8,4,260,113.4
77860050,SE111,SE11,1,80,48.6
26857578,SW161,SW16,1,31,37.3
4182914,SE242,SE24,2,87,49.6
24539887,SE272,SE27,2,100,46.7
26038203,SW82,SW8,2,265,91.3
16078305,SW161,SW16,1,32,37.3
44273233,SE241,SE24,1,40,41.7
48550191,SW91,SW9,1,60,46.1
44114247,SE191,SE19,1,50,34
26038203,SW82,SW8,2,243,91.3
99592265,SE212,SE21,2,120,46.6
30467057,SW21,SW2,1,35,42
50291093,SW82,SW8,2,220,91.3
1607727,SW91,SW9,1,35,46.1
4312921,SW92,SW9,2,200,55.3
7668606,SE272,SE27,2,110,46.7
9447262,SW81,SW8,1,50,62.7
16564565,SE12,SE1,2,300,70.1
50789318,SW91,SW9,1,43,46.1
69322297,SW161,SW16,1,35,37.3
77042352,SW91,SW9,1,80,46.1
64516,SE51,SE5,1,33,41.3
13453929,SW41,SW4,1,100,49.9
28632766,SW81,SW8,1,35,62.7
34974270,SW82,SW8,2,150,91.3
53270954,SW92,SW9,2,115,55.3
33889201,SW84,SW8,4,532,113.4
63366023,SW21,SW2,1,38,42
33261435,SW161,SW16,1,50,37.3
51132100,SW91,SW9,1,75,46.1
604714,SW162,SW16,2,75,44.9
24962186,SW41,SW4,1,70,49.9
5519897,SW81,SW8,1,99,62.7
69368215,SW94,SW9,4,250,104.9
35276523,SE111,SE11,1,45,48.6
44286344,SW91,SW9,1,33,46.1
6115301,SW91,SW9,1,53,46.1
62218173,SW91,SW9,1,65,46.1
65794655,SW91,SW9,1,65,46.1
7327399,SW41,SW4,1,26,49.9
33889201,SW93,SW9,3,275,76.6
2182935,SW21,SW2,1,59,42
9888071,SW21,SW2,1,55,42
38607894,SW91,SW9,1,60,46.1
151228,SW41,SW4,1,77,49.9
21991240,SW42,SW4,2,95,57.6
38347618,SW91,SW9,1,26,46.1
7419237,SW21,SW2,1,60,42
5144537,SW41,SW4,1,81,49.9
54856190,SW22,SW2,2,85,51.3
1703407,SW91,SW9,1,75,46.1
51006039,SW91,SW9,1,100,46.1
5208203,SW91,SW9,1,60,46.1
11501524,SW161,SW16,1,55,37.3
9393763,SW161,SW16,1,25,37.3
39565084,SW91,SW9,1,65,46.1
766056,SE51,SE5,1,35,41.3
16791927,SW21,SW2,1,50,42
3066175,SW81,SW8,1,70,62.7
50291093,SW81,SW8,1,120,62.7
1130467,SW91,SW9,1,49,46.1
22554994,Se51,Se5,1,48,41.3
85326536,SW81,SW8,1,40,62.7
117596222,SW162,SW16,2,90,44.9
16752682,SE271,SE27,1,25,38
22559935,SW91,SW9,1,75,46.1
22559935,SW91,SW9,1,45,46.1
3713232,SE271,SE27,1,45,38
90482290,SE271,SE27,1,40,38
12615724,SW21,SW2,1,49,42
3983636,SE243,SE24,3,159,62.4
9927674,SW21,SW2,1,89,42
1895075,SW21,SW2,1,45,42
41754277,SE112,SE11,2,37,59.1
2171492,SW21,SW2,1,55,42
43521553,SW41,SW4,1,48,49.9
8678095,SE271,SE27,1,49,38
57992470,SW92,SW9,2,45,55.3
9397970,SE211,SE21,1,50,39.4
23602242,Sw81,Sw8,1,70,62.7
8633774,SE191,SE19,1,25,34
49372867,SW42,SW4,2,130,57.6
2263460,SW21,SW2,1,100,42
15441243,SW41,SW4,1,85,49.9
12258551,SW91,SW9,1,70,46.1
21241056,SW41,SW4,1,55,49.9
2434168,SW92,SW9,2,149,55.3
36644173,SW21,SW2,1,30,42
30056364,sw41,sw4,1,58,49.9
19370288,SW41,SW4,1,55,49.9
46223786,SW21,SW2,1,55,42
43532408,SE51,SE5,1,62,41.3
72617332,SW91,SW9,1,25,46.1
53253955,SW91,SW9,1,40,46.1
20175342,SW81,SW8,1,50,62.7
2560480,SE111,SE11,1,125,48.6
60727682,SW81,SW8,1,50,62.7
33224318,SW92,SW9,2,40,55.3
33149572,SW91,SW9,1,40,46.1
6671293,SW91,SW9,1,35,46.1
37974534,SE111,SE11,1,44,48.6
33552676,SW21,SW2,1,90,42
92957267,SW41,SW4,1,31,49.9
35647877,SW161,SW16,1,60,37.3
1254028,SW162,SW16,2,135,44.9
5154094,SW41,SW4,1,80,49.9
1942491,SE11,SE1,1,131,55.4
39682103,SW91,SW9,1,250,46.1
2103037,N11,N1,1,60,53.3
49143213,SW91,SW9,1,80,46.1
43770284,SW91,SW9,1,90,46.1
5648535,SE11,SE1,1,48,55.4
107793444,SE11,SE1,1,45,55.4
8205903,SW21,SW2,1,60,42
37974534,SE111,SE11,1,39,48.6
9996634,SW91,SW9,1,60,46.1
21310923,SW161,SW16,1,75,37.3
2663774,SW82,SW8,2,130,91.3
88122496,SE111,SE11,1,60,48.6
21312234,SE271,SE27,1,40,38
19496398,SW91,SW9,1,99,46.1
13696120,SW91,SW9,1,50,46.1
1589150,SW82,SW8,2,140,91.3
1478422,SW92,SW9,2,60,55.3
44677284,SW91,SW9,1,70,46.1
56386220,SW161,SW16,1,45,37.3
76324625,SW81,SW8,1,65,62.7
12605047,SW161,SW16,1,25,37.3
48164341,SE242,SE24,2,90,49.6
96150452,SW41,SW4,1,25,49.9
2725588,SW42,SW4,2,110,57.6
4137192,SW91,SW9,1,45,46.1
4182982,SE111,SE11,1,120,48.6
26350314,SW22,SW2,2,165,51.3
5154094,SW41,SW4,1,45,49.9
12145454,SE271,SE27,1,42,38
5771395,SW41,SW4,1,54,49.9
25941234,SW81,SW8,1,50,62.7
16665330,SE272,SE27,2,150,46.7
111767367,SE271,SE27,1,30,38
31459839,SW42,SW4,2,66,57.6
3498210,SW161,SW16,1,136,37.3
10730669,SW21,SW2,1,27,42
33946732,SW91,SW9,1,38,46.1
87676556,SW21,SW2,1,30,42
26375749,SW91,SW9,1,40,46.1
9230572,SE51,SE5,1,27,41.3
6025145,SW21,SW2,1,30,42
69399432,SW82,SW8,2,93,91.3
6588947,SE243,SE24,3,120,62.4
2615552,SW161,SW16,1,85,37.3
2562265,SE171,SE17,1,129,45.7
21241056,SW91,SW9,1,45,46.1
38670616,SE111,SE11,1,55,48.6
766056,SE51,SE5,1,45,41.3
2998617,SE51,SE5,1,40,41.3
81856772,SW81,SW8,1,60,62.7
50291093,SW82,SW8,2,220,91.3
38722378,SE241,SE24,1,38,41.7
6228623,SW41,SW4,1,40,49.9
13938346,SW21,SW2,1,22,42
40670407,SE12,SE1,2,250,70.1
23412766,SW81,SW8,1,55,62.7
28820321,SW82,SW8,2,159,91.3
31607643,SW91,SW9,1,57,46.1
22234794,SE271,SE27,1,80,38
27557920,SW91,SW9,1,67,46.1
3064443,SE271,SE27,1,18,38
33841448,SE11,SE1,1,53,55.4
62980760,SE241,SE24,1,35,41.7
7034387,SE11,SE1,1,52,55.4
5951613,SE113,SE11,3,190,78.9
43060070,SE241,SE24,1,100,41.7
45441508,SW82,SW8,2,260,91.3
14415694,SW41,SW4,1,38,49.9
89476006,SE51,SE5,1,35,41.3
88946959,SW41,SW4,1,40,49.9
49264754,SE12,SE1,2,259,70.1
2865405,SW21,SW2,1,75,42
6141620,SW83,SW8,3,140,130.7
43809403,SW21,SW2,1,30,42
16268820,SW82,SW8,2,120,91.3
38843660,SE111,SE11,1,100,48.6
13164541,SW43,SW4,3,120,77.7
96150452,SW41,SW4,1,28,49.9
64804583,SE11,SE1,1,72,55.4
13538444,SW82,SW8,2,120,91.3
71711599,SE51,SE5,1,25,41.3
36002354,se11,se1,1,150,55.4
1014695,SW23,SW2,3,250,68.1
55666189,SW41,SW4,1,37,49.9
5733555,SE211,SE21,1,50,39.4
5368506,SW91,SW9,1,45,46.1
27427157,SW21,SW2,1,90,42
6717214,SE241,SE24,1,30,41.7
5258385,sw81,sw8,1,96,62.7
8262406,SW23,SW2,3,135,68.1
2998283,SE51,SE5,1,35,41.3
5951613,SE112,SE11,2,110,59.1
76324625,SW81,SW8,1,65,62.7
107906,SW91,SW9,1,85,46.1
45680791,SE111,SE11,1,55,48.6
16439199,SW81,SW8,1,50,62.7
62892356,SE111,SE11,1,85,48.6
54463816,SW91,SW9,1,45,46.1
70317936,SW161,SW16,1,35,37.3
8891919,SW121,SW12,1,65,46.1
2482296,SW22,SW2,2,80,51.3
49287319,SW41,SW4,1,115,49.9
18555427,SW42,SW4,2,118,57.6
21366614,SW41,SW4,1,38,49.9
51484304,SW91,SW9,1,80,46.1
24356768,SW21,SW2,1,35,42
11831231,SW21,SW2,1,45,42
23126100,SW41,SW4,1,30,49.9
11274403,SW121,SW12,1,55,46.1
48522454,SW21,SW2,1,50,42
63231261,SE111,SE11,1,70,48.6
53580169,SW91,SW9,1,125,46.1
46449293,SW161,SW16,1,45,37.3
11298193,SW121,SW12,1,55,46.1
33406382,SW81,SW8,1,40,62.7
16016516,SW91,SW9,1,54,46.1
58977643,SW41,SW4,1,46,49.9
7949025,SW21,SW2,1,25,42
11996599,SW21,SW2,1,90,42
6741296,SW21,SW2,1,26,42
8683257,SW41,SW4,1,60,49.9
16347461,SE11,SE1,1,60,55.4
4607908,SW22,SW2,2,115,51.3
5245439,SE271,SE27,1,40,38
2412314,SW21,SW2,1,70,42
23042231,SW41,SW4,1,49,49.9
61290977,SW81,SW8,1,70,62.7
31894549,SW161,SW16,1,30,37.3
89062409,SW81,SW8,1,85,62.7
4940652,SW22,SW2,2,80,51.3
117105115,SW91,SW9,1,55,46.1
11621188,SW83,SW8,3,543,130.7
11716347,SE242,SE24,2,115,49.6
54987,SW81,SW8,1,102,62.7
60908214,SW81,SW8,1,58,62.7
46528244,SE111,SE11,1,60,48.6
31327097,SE11,SE1,1,49,55.4
6160077,SW91,SW9,1,64,46.1
34880454,SW163,SW16,3,90,55.6
6193889,SW81,SW8,1,25,62.7
1890206,SW21,SW2,1,60,42
5916710,SW41,SW4,1,35,49.9
